# i j 840 1140
23	34	8.546e+01	2.110e+02
25	34	8.151e+01	1.928e+02
26	34	8.245e+01	1.946e+02
27	34	8.836e+01	1.946e+02
29	34	8.867e+01	1.972e+02
32	34	0.000e+00	3.160e+01
2	35	8.969e+01	2.110e+02
3	35	9.098e+01	2.241e+02
6	35	8.558e+01	2.085e+02
7	35	8.777e+01	2.117e+02
8	35	8.729e+01	2.054e+02
9	35	9.485e+01	2.166e+02
10	35	9.137e+01	2.191e+02
15	35	7.677e+01	1.957e+02
17	35	8.806e+01	2.101e+02
21	35	7.911e+01	1.972e+02
22	35	7.508e+01	1.926e+02
23	35	8.509e+01	2.123e+02
25	35	7.916e+01	1.868e+02
26	35	8.348e+01	1.943e+02
27	35	8.627e+01	2.004e+02
29	35	8.472e+01	1.883e+02
32	35	4.380e+01	1.269e+02
2	36	8.512e+01	2.036e+02
3	36	8.649e+01	2.181e+02
6	36	8.287e+01	2.035e+02
7	36	8.381e+01	2.050e+02
8	36	8.151e+01	2.034e+02
9	36	9.425e+01	2.101e+02
10	36	8.986e+01	2.156e+02
15	36	7.572e+01	1.926e+02
17	36	8.956e+01	2.063e+02
21	36	7.678e+01	1.909e+02
22	36	7.324e+01	1.916e+02
23	36	8.366e+01	2.052e+02
25	36	7.650e+01	1.886e+02
26	36	8.310e+01	1.921e+02
27	36	8.665e+01	1.992e+02
29	36	8.156e+01	1.861e+02
32	36	4.770e+01	1.287e+02
2	37	8.892e+01	2.143e+02
3	37	9.795e+01	2.328e+02
6	37	9.741e+01	2.167e+02
7	37	9.131e+01	2.182e+02
8	37	9.122e+01	2.122e+02
9	37	9.395e+01	2.149e+02
10	37	9.757e+01	2.219e+02
15	37	8.922e+01	2.020e+02
17	37	9.471e+01	2.150e+02
21	37	8.651e+01	2.047e+02
22	37	8.519e+01	2.022e+02
23	37	9.061e+01	2.175e+02
25	37	8.825e+01	1.982e+02
26	37	8.699e+01	1.953e+02
27	37	8.900e+01	2.008e+02
29	37	8.045e+01	1.905e+02
32	37	8.181e+01	1.868e+02
2	38	8.953e+01	2.089e+02
3	38	9.501e+01	2.244e+02
6	38	9.480e+01	2.151e+02
7	38	9.051e+01	2.129e+02
8	38	8.757e+01	2.098e+02
9	38	9.158e+01	2.140e+02
10	38	9.930e+01	2.222e+02
15	38	8.070e+01	1.971e+02
17	38	9.397e+01	2.160e+02
21	38	8.361e+01	1.991e+02
22	38	7.908e+01	1.948e+02
23	38	8.637e+01	2.100e+02
25	38	8.654e+01	1.963e+02
26	38	8.188e+01	1.904e+02
27	38	8.486e+01	2.000e+02
29	38	8.155e+01	1.865e+02
32	38	7.620e+01	1.749e+02
2	40	8.158e+01	1.992e+02
3	40	7.547e+01	1.912e+02
6	40	7.751e+01	1.941e+02
7	40	7.738e+01	1.862e+02
8	40	7.625e+01	1.863e+02
9	40	8.060e+01	1.956e+02
10	40	7.879e+01	1.922e+02
15	40	7.052e+01	1.797e+02
17	40	8.331e+01	2.014e+02
21	40	7.181e+01	1.786e+02
22	40	7.259e+01	1.799e+02
23	40	7.800e+01	1.963e+02
25	40	7.764e+01	1.830e+02
26	40	7.692e+01	1.820e+02
27	40	8.167e+01	1.852e+02
29	40	7.516e+01	1.700e+02
32	40	6.670e+01	1.602e+02
4	41	8.518e+01	2.016e+02
5	41	8.597e+01	2.017e+02
12	41	7.191e+01	1.827e+02
13	41	7.001e+01	1.827e+02
14	41	7.038e+01	1.770e+02
18	41	8.424e+01	1.993e+02
24	41	8.600e+01	1.979e+02
33	41	7.265e+01	1.630e+02
34	41	7.969e+01	1.794e+02
35	41	8.311e+01	1.889e+02
36	41	8.320e+01	1.830e+02
37	41	9.370e+01	2.082e+02
38	41	8.833e+01	2.316e+02
4	42	9.119e+01	2.196e+02
5	42	9.485e+01	2.226e+02
12	42	8.160e+01	2.014e+02
13	42	8.183e+01	1.980e+02
14	42	8.113e+01	1.985e+02
18	42	8.980e+01	2.141e+02
24	42	9.026e+01	2.088e+02
33	42	7.731e+01	1.822e+02
34	42	7.586e+01	1.760e+02
35	42	6.897e+01	1.723e+02
36	42	6.770e+01	1.661e+02
37	42	9.575e+01	2.103e+02
38	42	1.094e+02	2.293e+02
40	42	1.669e+01	2.482e+02
4	43	8.623e+01	2.107e+02
5	43	8.835e+01	2.089e+02
12	43	8.033e+01	1.959e+02
13	43	8.097e+01	1.957e+02
14	43	8.109e+01	1.983e+02
18	43	8.859e+01	2.110e+02
24	43	8.706e+01	1.973e+02
33	43	7.923e+01	1.812e+02
34	43	7.398e+01	1.796e+02
35	43	7.113e+01	1.696e+02
36	43	6.880e+01	1.648e+02
37	43	8.746e+01	1.961e+02
38	43	9.781e+01	2.113e+02
40	43	9.352e+01	2.249e+02
4	46	8.402e+01	2.089e+02
5	46	9.309e+01	2.174e+02
12	46	7.731e+01	1.904e+02
13	46	7.416e+01	1.871e+02
14	46	7.342e+01	1.857e+02
18	46	7.884e+01	1.973e+02
24	46	7.766e+01	1.985e+02
33	46	6.958e+01	1.681e+02
34	46	6.791e+01	1.609e+02
35	46	6.811e+01	1.627e+02
36	46	6.356e+01	1.568e+02
37	46	6.984e+01	1.609e+02
38	46	7.191e+01	1.656e+02
40	46	5.608e+01	1.360e+02
2	47	8.612e+01	2.056e+02
3	47	8.176e+01	2.026e+02
6	47	8.709e+01	2.000e+02
7	47	8.092e+01	1.984e+02
8	47	7.991e+01	1.949e+02
9	47	8.221e+01	1.938e+02
10	47	8.122e+01	2.008e+02
15	47	7.333e+01	1.879e+02
17	47	7.807e+01	1.944e+02
21	47	7.317e+01	1.840e+02
22	47	7.250e+01	1.821e+02
23	47	7.972e+01	1.984e+02
25	47	7.818e+01	1.876e+02
26	47	7.689e+01	1.796e+02
27	47	8.407e+01	1.895e+02
29	47	7.822e+01	1.773e+02
32	47	7.276e+01	1.679e+02
41	47	5.474e+01	1.297e+02
42	47	5.697e+01	1.396e+02
43	47	6.510e+01	1.485e+02
2	48	8.484e+01	1.966e+02
3	48	8.139e+01	2.025e+02
6	48	8.280e+01	1.931e+02
7	48	7.848e+01	1.947e+02
8	48	7.961e+01	1.955e+02
9	48	8.332e+01	1.970e+02
10	48	8.362e+01	2.002e+02
15	48	7.301e+01	1.880e+02
17	48	7.910e+01	1.913e+02
21	48	7.314e+01	1.857e+02
22	48	7.593e+01	1.833e+02
23	48	8.127e+01	2.020e+02
25	48	7.868e+01	1.814e+02
26	48	8.061e+01	1.795e+02
27	48	7.922e+01	1.860e+02
29	48	7.898e+01	1.838e+02
32	48	7.050e+01	1.685e+02
41	48	5.573e+01	1.345e+02
42	48	6.885e+01	1.539e+02
43	48	7.197e+01	1.635e+02
46	48	0.000e+00	1.229e+02
2	49	8.167e+01	1.957e+02
3	49	8.218e+01	1.974e+02
6	49	8.486e+01	1.965e+02
7	49	7.694e+01	1.921e+02
8	49	8.126e+01	1.897e+02
9	49	8.250e+01	1.947e+02
10	49	8.560e+01	1.981e+02
15	49	7.779e+01	1.839e+02
17	49	8.204e+01	1.940e+02
21	49	7.487e+01	1.815e+02
22	49	7.462e+01	1.814e+02
23	49	8.573e+01	1.992e+02
25	49	8.159e+01	1.837e+02
26	49	7.844e+01	1.801e+02
27	49	7.628e+01	1.810e+02
29	49	7.811e+01	1.713e+02
32	49	7.204e+01	1.655e+02
41	49	6.156e+01	1.422e+02
42	49	6.619e+01	1.559e+02
43	49	7.227e+01	1.593e+02
46	49	4.082e+01	1.590e+02
2	50	8.157e+01	1.922e+02
3	50	8.240e+01	1.979e+02
6	50	7.808e+01	1.857e+02
7	50	7.742e+01	1.860e+02
8	50	7.855e+01	1.845e+02
9	50	8.283e+01	1.887e+02
10	50	8.366e+01	1.955e+02
15	50	7.351e+01	1.780e+02
17	50	8.426e+01	1.930e+02
21	50	7.151e+01	1.749e+02
22	50	7.663e+01	1.787e+02
23	50	7.734e+01	1.952e+02
25	50	8.469e+01	1.858e+02
26	50	7.656e+01	1.752e+02
27	50	7.633e+01	1.837e+02
29	50	7.860e+01	1.750e+02
32	50	7.290e+01	1.648e+02
41	50	6.469e+01	1.439e+02
42	50	6.308e+01	1.486e+02
43	50	6.915e+01	1.582e+02
46	50	9.427e+01	1.894e+02
4	52	7.943e+01	2.023e+02
5	52	8.549e+01	1.985e+02
12	52	7.497e+01	1.842e+02
13	52	7.574e+01	1.805e+02
14	52	7.444e+01	1.813e+02
18	52	8.580e+01	1.907e+02
24	52	7.500e+01	1.863e+02
33	52	7.502e+01	1.710e+02
34	52	7.152e+01	1.641e+02
35	52	7.413e+01	1.678e+02
36	52	6.883e+01	1.653e+02
37	52	7.506e+01	1.667e+02
38	52	7.187e+01	1.683e+02
40	52	6.257e+01	1.484e+02
47	52	6.483e+01	1.455e+02
48	52	6.142e+01	1.370e+02
49	52	5.602e+01	1.252e+02
4	53	9.307e+01	2.180e+02
5	53	9.338e+01	2.170e+02
12	53	9.034e+01	2.073e+02
13	53	8.525e+01	2.112e+02
14	53	8.620e+01	2.092e+02
18	53	8.974e+01	2.172e+02
24	53	8.703e+01	2.052e+02
33	53	7.674e+01	1.788e+02
34	53	7.424e+01	1.762e+02
35	53	7.580e+01	1.795e+02
36	53	7.572e+01	1.807e+02
37	53	7.978e+01	1.824e+02
38	53	7.993e+01	1.818e+02
40	53	6.421e+01	1.570e+02
47	53	6.905e+01	1.536e+02
48	53	6.044e+01	1.381e+02
49	53	6.076e+01	1.377e+02
50	53	9.141e+01	1.641e+02
2	54	9.729e+01	2.249e+02
3	54	9.409e+01	2.259e+02
6	54	9.369e+01	2.145e+02
7	54	8.819e+01	2.157e+02
8	54	9.315e+01	2.132e+02
9	54	9.631e+01	2.204e+02
10	54	9.577e+01	2.249e+02
15	54	9.061e+01	2.125e+02
17	54	9.552e+01	2.267e+02
21	54	8.738e+01	2.144e+02
22	54	8.663e+01	2.081e+02
23	54	9.113e+01	2.126e+02
25	54	8.605e+01	2.026e+02
26	54	9.144e+01	2.018e+02
27	54	8.598e+01	2.034e+02
29	54	8.475e+01	1.957e+02
32	54	8.032e+01	1.842e+02
41	54	7.447e+01	1.665e+02
42	54	8.172e+01	1.797e+02
43	54	8.381e+01	1.865e+02
46	54	7.341e+01	1.644e+02
52	54	0.000e+00	0.000e+00
